transaction_id,transaction_timestamp,transaction_type,merchant_category,amount,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,year,month,month_name,quarter,transaction_date
1131,30-09-2024 20:15,P2P,Food,162,SUCCESS,26-35,36-45,Delhi,SBI,Kotak,Android,4G,0,2024,9,September,Q3,30-09-2024
1132,12-11-2024 07:55,P2P,Utilities,3788,SUCCESS,46-55,26-35,Gujarat,Yes Bank,HDFC,Android,5G,0,2024,11,November,Q4,12-11-2024
1133,25-11-2024 12:07,P2P,Education,9319,SUCCESS,36-45,26-35,Rajasthan,Yes Bank,Yes Bank,Android,4G,0,2024,11,November,Q4,25-11-2024
1134,04-07-2024 03:47,P2M,Utilities,202,SUCCESS,26-35,36-45,Tamil Nadu,PNB,PNB,Android,4G,0,2024,7,July,Q3,04-07-2024
1135,09-11-2024 10:18,P2M,Grocery,1824,SUCCESS,46-55,18-25,Rajasthan,PNB,HDFC,Web,4G,0,2024,11,November,Q4,09-11-2024
1136,24-01-2024 13:34,P2P,Food,1425,SUCCESS,36-45,26-35,Karnataka,Axis,Kotak,Android,4G,0,2024,1,January,Q1,24-01-2024
1137,15-06-2024 20:51,Recharge,Entertainment,978,SUCCESS,36-45,26-35,Uttar Pradesh,ICICI,SBI,iOS,4G,0,2024,6,June,Q2,15-06-2024
1138,17-01-2024 02:46,P2M,Grocery,159,SUCCESS,26-35,26-35,Tamil Nadu,SBI,ICICI,Web,WiFi,0,2024,1,January,Q1,17-01-2024
1139,05-03-2024 19:39,Bill Payment,Other,446,SUCCESS,26-35,26-35,Tamil Nadu,IndusInd,PNB,iOS,4G,0,2024,3,March,Q1,05-03-2024
1140,07-03-2024 17:51,P2M,Grocery,232,SUCCESS,26-35,26-35,Karnataka,SBI,Axis,iOS,5G,0,2024,3,March,Q1,07-03-2024
1141,07-02-2024 09:51,P2P,Grocery,994,SUCCESS,26-35,26-35,Uttar Pradesh,HDFC,PNB,Android,4G,0,2024,2,February,Q1,07-02-2024
1142,13-03-2024 22:16,P2M,Healthcare,1327,SUCCESS,46-55,26-35,Uttar Pradesh,SBI,Axis,Android,4G,0,2024,3,March,Q1,13-03-2024
1143,30-09-2024 15:41,P2P,Transport,53,SUCCESS,36-45,26-35,Delhi,Yes Bank,HDFC,Android,4G,0,2024,9,September,Q3,30-09-2024
1144,24-02-2024 11:25,P2M,Fuel,2224,SUCCESS,36-45,18-25,Uttar Pradesh,PNB,HDFC,Android,4G,0,2024,2,February,Q1,24-02-2024
1145,30-06-2024 04:42,P2P,Shopping,7009,FAILED,18-25,36-45,Uttar Pradesh,IndusInd,Yes Bank,Android,5G,0,2024,6,June,Q2,30-06-2024
1146,26-03-2024 18:36,P2M,Education,1873,SUCCESS,18-25,26-35,Telangana,Axis,Kotak,Android,WiFi,0,2024,3,March,Q1,26-03-2024
1147,19-09-2024 07:30,P2M,Grocery,156,SUCCESS,26-35,46-55,Telangana,Axis,ICICI,iOS,4G,0,2024,9,September,Q3,19-09-2024
1148,13-04-2024 15:35,P2M,Fuel,3555,SUCCESS,36-45,18-25,Delhi,Axis,Kotak,iOS,4G,0,2024,4,April,Q2,13-04-2024
1149,18-12-2024 11:03,P2M,Fuel,392,SUCCESS,46-55,46-55,Telangana,HDFC,Kotak,Android,5G,0,2024,12,December,Q4,18-12-2024
1150,17-02-2024 12:30,P2P,Shopping,558,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,SBI,Android,4G,0,2024,2,February,Q1,17-02-2024
1151,07-01-2024 17:39,P2M,Utilities,598,SUCCESS,26-35,46-55,Karnataka,PNB,SBI,iOS,4G,0,2024,1,January,Q1,07-01-2024
1152,30-07-2024 22:50,P2M,Grocery,1230,SUCCESS,26-35,26-35,Karnataka,ICICI,ICICI,iOS,3G,0,2024,7,July,Q3,30-07-2024
1153,20-03-2024 13:02,Bill Payment,Entertainment,227,SUCCESS,18-25,56+,West Bengal,PNB,ICICI,iOS,WiFi,0,2024,3,March,Q1,20-03-2024
1154,04-05-2024 21:42,P2P,Shopping,3043,SUCCESS,18-25,46-55,Maharashtra,IndusInd,IndusInd,Android,5G,0,2024,5,May,Q2,04-05-2024
1155,30-08-2024 20:34,P2P,Education,6921,SUCCESS,26-35,18-25,Delhi,Kotak,Yes Bank,Android,4G,0,2024,8,August,Q3,30-08-2024
1156,08-03-2024 15:51,P2P,Education,1245,SUCCESS,18-25,56+,Karnataka,Yes Bank,PNB,Android,4G,0,2024,3,March,Q1,08-03-2024
1157,22-02-2024 14:41,P2P,Shopping,529,SUCCESS,56+,36-45,Telangana,SBI,Yes Bank,Android,3G,0,2024,2,February,Q1,22-02-2024
1158,08-11-2024 18:08,Bill Payment,Food,182,SUCCESS,18-25,18-25,West Bengal,SBI,Axis,Android,3G,0,2024,11,November,Q4,08-11-2024
1159,15-06-2024 00:05,P2M,Fuel,745,SUCCESS,46-55,56+,Uttar Pradesh,ICICI,Axis,Android,3G,0,2024,6,June,Q2,15-06-2024
1160,23-08-2024 18:19,P2M,Transport,119,SUCCESS,26-35,56+,Gujarat,SBI,PNB,Android,WiFi,0,2024,8,August,Q3,23-08-2024
1161,02-07-2024 12:58,P2P,Food,453,SUCCESS,56+,56+,Gujarat,Yes Bank,SBI,Android,5G,0,2024,7,July,Q3,02-07-2024
1162,07-12-2024 15:22,P2P,Utilities,1107,SUCCESS,18-25,36-45,Maharashtra,SBI,IndusInd,Android,5G,0,2024,12,December,Q4,07-12-2024
1163,29-04-2024 22:10,P2P,Grocery,349,SUCCESS,18-25,18-25,Maharashtra,PNB,ICICI,iOS,4G,0,2024,4,April,Q2,29-04-2024
1164,17-12-2024 12:07,P2P,Food,181,SUCCESS,36-45,26-35,Delhi,ICICI,Axis,Android,4G,0,2024,12,December,Q4,17-12-2024
1165,23-03-2024 10:38,P2P,Entertainment,206,SUCCESS,46-55,36-45,Telangana,Yes Bank,Yes Bank,iOS,4G,0,2024,3,March,Q1,23-03-2024
1166,11-02-2024 19:37,Bill Payment,Other,479,FAILED,26-35,46-55,Telangana,HDFC,PNB,Android,4G,0,2024,2,February,Q1,11-02-2024
1167,17-10-2024 11:38,P2M,Grocery,138,SUCCESS,26-35,46-55,Delhi,Kotak,ICICI,Android,5G,0,2024,10,October,Q4,17-10-2024
1168,09-11-2024 07:31,P2M,Healthcare,399,SUCCESS,26-35,26-35,Delhi,Yes Bank,Yes Bank,Android,4G,0,2024,11,November,Q4,09-11-2024
1169,25-03-2024 11:56,P2M,Transport,28,SUCCESS,46-55,36-45,Maharashtra,ICICI,Yes Bank,Android,4G,0,2024,3,March,Q1,25-03-2024
1170,03-07-2024 17:37,P2P,Shopping,136,SUCCESS,18-25,18-25,Gujarat,SBI,HDFC,Web,WiFi,0,2024,7,July,Q3,03-07-2024
1171,17-11-2024 13:21,P2P,Grocery,761,SUCCESS,36-45,18-25,Telangana,PNB,SBI,Android,4G,0,2024,11,November,Q4,17-11-2024
1172,02-08-2024 06:42,P2M,Entertainment,350,SUCCESS,18-25,36-45,Gujarat,ICICI,SBI,Android,4G,0,2024,8,August,Q3,02-08-2024
1173,22-06-2024 13:14,P2P,Other,554,SUCCESS,26-35,26-35,Gujarat,ICICI,IndusInd,Android,3G,0,2024,6,June,Q2,22-06-2024
1174,18-05-2024 16:09,P2P,Food,227,SUCCESS,36-45,18-25,Uttar Pradesh,SBI,ICICI,Android,5G,0,2024,5,May,Q2,18-05-2024
1175,27-11-2024 12:31,P2M,Grocery,991,SUCCESS,36-45,18-25,Tamil Nadu,HDFC,ICICI,Android,4G,0,2024,11,November,Q4,27-11-2024
1176,19-03-2024 14:28,P2M,Utilities,442,SUCCESS,56+,18-25,Gujarat,ICICI,SBI,Android,WiFi,0,2024,3,March,Q1,19-03-2024
1177,17-04-2024 11:32,P2P,Fuel,3228,SUCCESS,36-45,18-25,Maharashtra,Yes Bank,SBI,Android,4G,0,2024,4,April,Q2,17-04-2024
1178,10-10-2024 16:49,Bill Payment,Transport,148,SUCCESS,36-45,18-25,Maharashtra,IndusInd,Yes Bank,Android,4G,0,2024,10,October,Q4,10-10-2024
1179,10-02-2024 11:20,P2P,Shopping,3499,SUCCESS,56+,36-45,Uttar Pradesh,SBI,ICICI,Android,4G,0,2024,2,February,Q1,10-02-2024
1180,27-03-2024 10:50,Bill Payment,Grocery,381,SUCCESS,46-55,26-35,Uttar Pradesh,Kotak,Axis,Android,4G,0,2024,3,March,Q1,27-03-2024
1181,29-04-2024 11:47,P2M,Entertainment,192,SUCCESS,46-55,56+,Telangana,HDFC,ICICI,Android,4G,0,2024,4,April,Q2,29-04-2024
1182,19-02-2024 15:09,P2M,Fuel,391,SUCCESS,26-35,26-35,Karnataka,SBI,SBI,Android,4G,0,2024,2,February,Q1,19-02-2024
1183,27-08-2024 11:04,P2P,Shopping,1000,SUCCESS,56+,26-35,Delhi,Yes Bank,PNB,Android,3G,0,2024,8,August,Q3,27-08-2024
1184,04-10-2024 23:16,P2M,Education,8282,SUCCESS,26-35,18-25,Tamil Nadu,ICICI,PNB,Android,4G,0,2024,10,October,Q4,04-10-2024
1185,01-06-2024 09:12,Bill Payment,Other,519,SUCCESS,18-25,18-25,Karnataka,PNB,Axis,Android,4G,0,2024,6,June,Q2,01-06-2024
1186,08-11-2024 09:54,P2P,Entertainment,220,SUCCESS,18-25,26-35,Telangana,HDFC,ICICI,Android,5G,0,2024,11,November,Q4,08-11-2024
1187,23-04-2024 12:26,Bill Payment,Grocery,2255,SUCCESS,36-45,36-45,Andhra Pradesh,IndusInd,Kotak,Android,5G,0,2024,4,April,Q2,23-04-2024
1188,04-12-2024 04:56,Bill Payment,Healthcare,635,SUCCESS,36-45,18-25,Maharashtra,SBI,Yes Bank,Android,4G,0,2024,12,December,Q4,04-12-2024
1189,18-04-2024 12:40,P2P,Shopping,875,SUCCESS,26-35,56+,Maharashtra,HDFC,Kotak,Android,3G,0,2024,4,April,Q2,18-04-2024
1190,02-03-2024 08:11,P2M,Food,441,SUCCESS,26-35,18-25,Maharashtra,Axis,SBI,Android,4G,0,2024,3,March,Q1,02-03-2024
1191,30-06-2024 00:06,Bill Payment,Grocery,89,FAILED,18-25,36-45,Maharashtra,IndusInd,ICICI,Android,4G,0,2024,6,June,Q2,30-06-2024
1192,26-05-2024 22:35,P2P,Entertainment,1439,SUCCESS,26-35,26-35,Maharashtra,ICICI,ICICI,iOS,4G,0,2024,5,May,Q2,26-05-2024
1193,10-12-2024 07:19,Bill Payment,Food,180,SUCCESS,36-45,18-25,Telangana,ICICI,SBI,iOS,5G,0,2024,12,December,Q4,10-12-2024
1194,27-06-2024 17:37,P2P,Food,165,SUCCESS,36-45,46-55,Telangana,SBI,SBI,Android,5G,0,2024,6,June,Q2,27-06-2024
1195,20-09-2024 12:34,Bill Payment,Food,1278,SUCCESS,26-35,46-55,Gujarat,SBI,SBI,Android,5G,0,2024,9,September,Q3,20-09-2024
1196,21-02-2024 19:09,P2M,Food,218,SUCCESS,36-45,46-55,Andhra Pradesh,SBI,IndusInd,Android,4G,0,2024,2,February,Q1,21-02-2024
1197,18-10-2024 19:26,P2P,Other,388,SUCCESS,26-35,46-55,Telangana,IndusInd,PNB,Android,4G,0,2024,10,October,Q4,18-10-2024
1198,28-07-2024 07:11,P2P,Food,298,SUCCESS,26-35,46-55,Karnataka,ICICI,HDFC,Android,4G,0,2024,7,July,Q3,28-07-2024
1199,13-10-2024 06:29,P2M,Food,378,SUCCESS,36-45,26-35,Uttar Pradesh,HDFC,SBI,iOS,4G,0,2024,10,October,Q4,13-10-2024
1200,31-01-2024 09:17,Bill Payment,Other,2171,FAILED,26-35,18-25,Tamil Nadu,Yes Bank,SBI,Web,4G,0,2024,1,January,Q1,31-01-2024
1201,14-05-2024 19:26,Bill Payment,Food,1155,SUCCESS,36-45,18-25,Gujarat,HDFC,PNB,Android,4G,0,2024,5,May,Q2,14-05-2024
1202,23-09-2024 09:16,P2M,Other,853,SUCCESS,36-45,26-35,Rajasthan,Kotak,IndusInd,iOS,4G,0,2024,9,September,Q3,23-09-2024
1203,26-08-2024 05:23,Recharge,Education,1241,SUCCESS,18-25,26-35,Andhra Pradesh,SBI,HDFC,Android,3G,0,2024,8,August,Q3,26-08-2024
1204,09-10-2024 12:25,P2M,Fuel,756,SUCCESS,46-55,26-35,Uttar Pradesh,IndusInd,IndusInd,Android,5G,0,2024,10,October,Q4,09-10-2024
1205,14-07-2024 18:26,P2P,Transport,125,FAILED,46-55,26-35,Karnataka,HDFC,Axis,iOS,4G,0,2024,7,July,Q3,14-07-2024
1206,28-07-2024 19:53,P2P,Grocery,276,SUCCESS,26-35,18-25,Tamil Nadu,PNB,Yes Bank,Android,5G,0,2024,7,July,Q3,28-07-2024
1207,26-03-2024 19:06,P2P,Utilities,6327,SUCCESS,26-35,26-35,Maharashtra,IndusInd,IndusInd,Android,4G,0,2024,3,March,Q1,26-03-2024
1208,08-12-2024 13:52,Recharge,Healthcare,360,SUCCESS,18-25,26-35,Delhi,IndusInd,Axis,Android,4G,0,2024,12,December,Q4,08-12-2024
1209,28-11-2024 15:17,P2P,Food,77,SUCCESS,46-55,18-25,West Bengal,HDFC,SBI,Android,4G,0,2024,11,November,Q4,28-11-2024
1210,26-08-2024 08:41,Recharge,Entertainment,431,SUCCESS,18-25,18-25,Uttar Pradesh,SBI,SBI,Web,5G,0,2024,8,August,Q3,26-08-2024
1211,03-12-2024 18:44,P2M,Grocery,280,SUCCESS,36-45,26-35,Maharashtra,SBI,SBI,Web,4G,0,2024,12,December,Q4,03-12-2024
1212,18-12-2024 16:37,P2P,Transport,382,SUCCESS,56+,36-45,Maharashtra,Yes Bank,IndusInd,iOS,4G,0,2024,12,December,Q4,18-12-2024
1213,09-05-2024 02:21,P2P,Healthcare,261,SUCCESS,18-25,56+,Uttar Pradesh,HDFC,SBI,Android,4G,0,2024,5,May,Q2,09-05-2024
1214,23-09-2024 16:59,P2P,Utilities,883,SUCCESS,26-35,18-25,Maharashtra,HDFC,Kotak,iOS,5G,0,2024,9,September,Q3,23-09-2024
1215,09-11-2024 20:49,P2P,Transport,65,SUCCESS,36-45,18-25,Maharashtra,HDFC,HDFC,iOS,WiFi,0,2024,11,November,Q4,09-11-2024
1216,05-11-2024 18:10,P2M,Food,987,SUCCESS,18-25,36-45,Tamil Nadu,ICICI,Kotak,iOS,5G,0,2024,11,November,Q4,05-11-2024
1217,18-11-2024 16:15,P2P,Other,341,SUCCESS,26-35,26-35,Tamil Nadu,HDFC,Kotak,Android,4G,0,2024,11,November,Q4,18-11-2024
1218,31-01-2024 10:52,Recharge,Food,101,SUCCESS,26-35,26-35,Uttar Pradesh,HDFC,Yes Bank,Web,4G,0,2024,1,January,Q1,31-01-2024
1219,13-11-2024 10:58,Bill Payment,Fuel,2010,SUCCESS,26-35,26-35,Telangana,ICICI,Axis,Android,4G,0,2024,11,November,Q4,13-11-2024
1220,09-11-2024 01:35,P2P,Food,151,SUCCESS,26-35,26-35,Gujarat,SBI,HDFC,Android,5G,0,2024,11,November,Q4,09-11-2024
1221,03-11-2024 13:48,P2P,Entertainment,391,SUCCESS,26-35,26-35,Maharashtra,Kotak,ICICI,Android,4G,0,2024,11,November,Q4,03-11-2024
1222,24-12-2024 17:24,P2M,Entertainment,449,SUCCESS,18-25,26-35,Uttar Pradesh,HDFC,HDFC,iOS,5G,0,2024,12,December,Q4,24-12-2024
1223,04-06-2024 22:13,P2M,Food,395,SUCCESS,18-25,36-45,Maharashtra,PNB,HDFC,iOS,4G,0,2024,6,June,Q2,04-06-2024
1224,07-05-2024 17:19,P2M,Entertainment,300,SUCCESS,56+,56+,Uttar Pradesh,HDFC,HDFC,Android,4G,0,2024,5,May,Q2,07-05-2024
1225,29-03-2024 20:03,P2M,Fuel,1564,SUCCESS,56+,26-35,Andhra Pradesh,ICICI,HDFC,Android,5G,0,2024,3,March,Q1,29-03-2024
1226,31-07-2024 15:00,P2P,Food,78,SUCCESS,36-45,18-25,Uttar Pradesh,HDFC,HDFC,Android,3G,0,2024,7,July,Q3,31-07-2024
1227,23-09-2024 17:59,P2P,Shopping,272,SUCCESS,36-45,18-25,West Bengal,PNB,ICICI,Android,5G,0,2024,9,September,Q3,23-09-2024
1228,23-07-2024 01:16,Bill Payment,Shopping,489,SUCCESS,18-25,18-25,Karnataka,HDFC,PNB,iOS,5G,0,2024,7,July,Q3,23-07-2024
1229,22-06-2024 00:21,P2P,Fuel,479,SUCCESS,26-35,36-45,Karnataka,SBI,HDFC,iOS,4G,1,2024,6,June,Q2,22-06-2024
1230,19-02-2024 13:25,Bill Payment,Utilities,4792,SUCCESS,46-55,46-55,Uttar Pradesh,PNB,SBI,Android,4G,0,2024,2,February,Q1,19-02-2024
1231,10-04-2024 08:32,P2P,Fuel,1602,SUCCESS,46-55,18-25,Maharashtra,SBI,PNB,Android,4G,0,2024,4,April,Q2,10-04-2024
1232,28-09-2024 07:15,P2M,Education,4079,SUCCESS,26-35,18-25,Rajasthan,SBI,IndusInd,Android,4G,0,2024,9,September,Q3,28-09-2024
1233,03-03-2024 17:11,P2P,Entertainment,249,SUCCESS,18-25,18-25,Telangana,SBI,HDFC,Android,4G,0,2024,3,March,Q1,03-03-2024
1234,13-12-2024 15:51,Recharge,Food,107,SUCCESS,26-35,26-35,Uttar Pradesh,ICICI,IndusInd,Android,4G,0,2024,12,December,Q4,13-12-2024
1235,09-05-2024 09:03,P2P,Other,1367,SUCCESS,26-35,26-35,West Bengal,Axis,ICICI,Web,4G,0,2024,5,May,Q2,09-05-2024
1236,07-06-2024 19:24,P2P,Shopping,2371,SUCCESS,18-25,26-35,Maharashtra,ICICI,HDFC,Android,4G,0,2024,6,June,Q2,07-06-2024
1237,11-05-2024 20:41,Bill Payment,Grocery,3075,SUCCESS,26-35,26-35,Andhra Pradesh,PNB,IndusInd,Android,4G,0,2024,5,May,Q2,11-05-2024
1238,02-08-2024 11:05,P2M,Food,239,SUCCESS,36-45,36-45,Maharashtra,PNB,SBI,Android,4G,0,2024,8,August,Q3,02-08-2024
1239,02-12-2024 17:21,P2P,Shopping,253,SUCCESS,18-25,26-35,West Bengal,ICICI,Axis,iOS,WiFi,0,2024,12,December,Q4,02-12-2024
1240,09-03-2024 22:06,P2P,Shopping,4354,SUCCESS,26-35,36-45,West Bengal,SBI,HDFC,Web,WiFi,0,2024,3,March,Q1,09-03-2024
1241,17-05-2024 13:01,P2P,Grocery,191,SUCCESS,36-45,46-55,Rajasthan,ICICI,HDFC,Android,4G,0,2024,5,May,Q2,17-05-2024
1242,11-04-2024 15:34,P2P,Healthcare,1577,FAILED,36-45,36-45,Gujarat,ICICI,Kotak,Android,4G,0,2024,4,April,Q2,11-04-2024
1243,06-06-2024 08:27,P2P,Entertainment,477,SUCCESS,26-35,36-45,West Bengal,ICICI,PNB,Web,4G,0,2024,6,June,Q2,06-06-2024
1244,28-06-2024 19:29,Bill Payment,Shopping,643,SUCCESS,36-45,26-35,Rajasthan,Yes Bank,SBI,Android,4G,0,2024,6,June,Q2,28-06-2024
1245,05-01-2024 15:34,Bill Payment,Other,711,SUCCESS,36-45,26-35,Delhi,SBI,SBI,iOS,WiFi,0,2024,1,January,Q1,05-01-2024
1246,09-08-2024 07:05,P2M,Shopping,3031,SUCCESS,18-25,26-35,Karnataka,HDFC,HDFC,iOS,4G,0,2024,8,August,Q3,09-08-2024
1247,03-11-2024 22:07,P2M,Transport,210,SUCCESS,56+,46-55,Telangana,SBI,Kotak,iOS,5G,0,2024,11,November,Q4,03-11-2024
1248,24-12-2024 21:49,Bill Payment,Entertainment,189,SUCCESS,36-45,36-45,Rajasthan,Axis,ICICI,Android,4G,0,2024,12,December,Q4,24-12-2024
1249,18-06-2024 19:47,P2M,Fuel,508,FAILED,26-35,56+,Rajasthan,Kotak,ICICI,Android,WiFi,0,2024,6,June,Q2,18-06-2024
1250,02-07-2024 20:36,P2P,Other,1492,SUCCESS,46-55,26-35,Maharashtra,HDFC,HDFC,Android,4G,0,2024,7,July,Q3,02-07-2024
1251,25-05-2024 14:29,P2P,Grocery,165,SUCCESS,26-35,18-25,Delhi,PNB,Axis,Android,5G,0,2024,5,May,Q2,25-05-2024
1252,06-04-2024 17:35,Bill Payment,Shopping,7581,SUCCESS,18-25,26-35,Telangana,ICICI,IndusInd,Android,5G,0,2024,4,April,Q2,06-04-2024
1253,16-10-2024 23:01,P2P,Fuel,2875,SUCCESS,46-55,36-45,Maharashtra,SBI,Yes Bank,Android,4G,0,2024,10,October,Q4,16-10-2024
1254,05-04-2024 11:33,P2M,Grocery,502,SUCCESS,26-35,26-35,Uttar Pradesh,Kotak,PNB,Android,5G,0,2024,4,April,Q2,05-04-2024
1255,19-02-2024 13:20,P2P,Healthcare,415,SUCCESS,46-55,36-45,Maharashtra,ICICI,SBI,Android,WiFi,0,2024,2,February,Q1,19-02-2024
1256,19-03-2024 09:08,Bill Payment,Fuel,934,SUCCESS,46-55,46-55,West Bengal,Axis,SBI,Android,4G,0,2024,3,March,Q1,19-03-2024
1257,17-02-2024 10:21,P2P,Fuel,770,SUCCESS,18-25,18-25,Karnataka,Yes Bank,PNB,Android,4G,0,2024,2,February,Q1,17-02-2024
1258,10-09-2024 21:16,P2P,Utilities,419,SUCCESS,36-45,18-25,Telangana,Yes Bank,SBI,Android,4G,0,2024,9,September,Q3,10-09-2024
1259,08-12-2024 11:41,P2M,Other,6150,SUCCESS,18-25,18-25,Andhra Pradesh,HDFC,Axis,Android,4G,0,2024,12,December,Q4,08-12-2024
1260,13-04-2024 11:45,P2P,Shopping,1703,SUCCESS,36-45,18-25,Delhi,SBI,HDFC,Android,WiFi,0,2024,4,April,Q2,13-04-2024
1261,15-12-2024 23:42,P2P,Healthcare,154,SUCCESS,26-35,36-45,Telangana,Axis,IndusInd,Android,4G,0,2024,12,December,Q4,15-12-2024
1262,06-10-2024 22:02,Bill Payment,Fuel,1851,SUCCESS,36-45,26-35,Andhra Pradesh,SBI,SBI,Android,4G,0,2024,10,October,Q4,06-10-2024
1263,21-08-2024 06:38,P2M,Entertainment,393,SUCCESS,36-45,46-55,Maharashtra,HDFC,IndusInd,Android,4G,0,2024,8,August,Q3,21-08-2024
1264,04-02-2024 17:22,P2M,Transport,259,SUCCESS,26-35,26-35,Tamil Nadu,SBI,SBI,Android,4G,0,2024,2,February,Q1,04-02-2024
1265,16-10-2024 07:00,P2P,Transport,625,SUCCESS,26-35,18-25,Delhi,SBI,SBI,iOS,WiFi,0,2024,10,October,Q4,16-10-2024
1266,22-12-2024 11:57,P2M,Grocery,497,SUCCESS,56+,36-45,Telangana,SBI,ICICI,Android,4G,0,2024,12,December,Q4,22-12-2024
1267,08-06-2024 17:53,P2M,Grocery,590,SUCCESS,18-25,18-25,Tamil Nadu,Yes Bank,HDFC,Android,4G,0,2024,6,June,Q2,08-06-2024
1268,22-06-2024 21:50,P2P,Shopping,1393,SUCCESS,26-35,18-25,Delhi,SBI,IndusInd,Android,4G,0,2024,6,June,Q2,22-06-2024
1269,19-07-2024 14:35,P2P,Utilities,2616,SUCCESS,26-35,46-55,Karnataka,PNB,SBI,Android,4G,0,2024,7,July,Q3,19-07-2024
1270,18-02-2024 11:15,Bill Payment,Shopping,1132,SUCCESS,56+,36-45,Delhi,ICICI,IndusInd,Android,3G,0,2024,2,February,Q1,18-02-2024
1271,05-01-2024 12:27,P2M,Food,574,FAILED,18-25,36-45,Andhra Pradesh,Kotak,IndusInd,Android,4G,0,2024,1,January,Q1,05-01-2024
1272,26-01-2024 13:55,P2M,Other,248,SUCCESS,26-35,46-55,Karnataka,HDFC,ICICI,Android,4G,0,2024,1,January,Q1,26-01-2024
1273,17-12-2024 08:41,P2P,Entertainment,438,SUCCESS,36-45,36-45,Andhra Pradesh,HDFC,Yes Bank,Android,4G,0,2024,12,December,Q4,17-12-2024
1274,03-10-2024 23:58,P2M,Shopping,1106,FAILED,26-35,26-35,Delhi,SBI,Kotak,iOS,5G,0,2024,10,October,Q4,03-10-2024
1275,12-10-2024 07:12,P2P,Grocery,3305,SUCCESS,26-35,46-55,West Bengal,HDFC,SBI,Android,4G,0,2024,10,October,Q4,12-10-2024
1276,30-07-2024 12:25,P2P,Entertainment,237,SUCCESS,36-45,26-35,Gujarat,IndusInd,SBI,Android,4G,0,2024,7,July,Q3,30-07-2024
1277,30-04-2024 12:18,P2P,Utilities,1048,SUCCESS,26-35,18-25,Andhra Pradesh,PNB,Axis,Android,5G,0,2024,4,April,Q2,30-04-2024
1278,15-05-2024 14:20,P2P,Fuel,642,SUCCESS,18-25,36-45,Gujarat,Yes Bank,ICICI,iOS,5G,0,2024,5,May,Q2,15-05-2024
1279,28-09-2024 21:56,P2P,Other,1152,SUCCESS,26-35,18-25,Andhra Pradesh,PNB,HDFC,Android,4G,0,2024,9,September,Q3,28-09-2024
1280,04-09-2024 21:48,P2P,Food,96,SUCCESS,26-35,36-45,Maharashtra,HDFC,Axis,Android,4G,0,2024,9,September,Q3,04-09-2024
1281,02-04-2024 15:40,P2M,Other,758,SUCCESS,26-35,18-25,Maharashtra,Kotak,SBI,Android,4G,0,2024,4,April,Q2,02-04-2024
1282,17-11-2024 07:57,P2M,Food,154,SUCCESS,36-45,26-35,Delhi,PNB,PNB,Android,5G,0,2024,11,November,Q4,17-11-2024
1283,09-03-2024 12:04,P2M,Entertainment,734,SUCCESS,18-25,18-25,West Bengal,IndusInd,HDFC,iOS,4G,0,2024,3,March,Q1,09-03-2024
1284,05-04-2024 07:34,P2P,Other,1273,SUCCESS,18-25,56+,Maharashtra,IndusInd,SBI,Android,4G,0,2024,4,April,Q2,05-04-2024
1285,01-07-2024 19:40,P2M,Food,161,FAILED,26-35,18-25,Delhi,IndusInd,ICICI,iOS,4G,0,2024,7,July,Q3,01-07-2024
1286,20-12-2024 11:24,P2M,Shopping,1201,SUCCESS,36-45,36-45,Andhra Pradesh,SBI,Kotak,iOS,5G,0,2024,12,December,Q4,20-12-2024
1287,03-10-2024 15:45,P2P,Grocery,1776,SUCCESS,18-25,36-45,Delhi,SBI,HDFC,Android,4G,0,2024,10,October,Q4,03-10-2024
1288,01-07-2024 09:26,P2P,Food,101,SUCCESS,18-25,18-25,Uttar Pradesh,Kotak,HDFC,Android,5G,0,2024,7,July,Q3,01-07-2024
1289,27-02-2024 15:17,P2P,Transport,82,SUCCESS,26-35,26-35,Delhi,Yes Bank,SBI,Android,4G,0,2024,2,February,Q1,27-02-2024
1290,01-07-2024 21:55,Bill Payment,Fuel,484,SUCCESS,36-45,26-35,Andhra Pradesh,HDFC,HDFC,Android,5G,0,2024,7,July,Q3,01-07-2024
1291,20-02-2024 18:04,Recharge,Utilities,2082,SUCCESS,26-35,26-35,Gujarat,IndusInd,ICICI,Android,4G,0,2024,2,February,Q1,20-02-2024
1292,31-07-2024 19:07,Bill Payment,Entertainment,271,SUCCESS,46-55,46-55,Rajasthan,SBI,Axis,iOS,5G,0,2024,7,July,Q3,31-07-2024
1293,25-10-2024 09:13,P2P,Food,239,SUCCESS,36-45,56+,Uttar Pradesh,SBI,Axis,Android,WiFi,0,2024,10,October,Q4,25-10-2024
1294,15-06-2024 12:59,P2M,Entertainment,213,SUCCESS,18-25,18-25,Maharashtra,Yes Bank,SBI,Android,5G,0,2024,6,June,Q2,15-06-2024
1295,08-04-2024 16:00,P2M,Grocery,315,SUCCESS,46-55,26-35,Maharashtra,HDFC,HDFC,Android,WiFi,0,2024,4,April,Q2,08-04-2024
1296,23-06-2024 22:46,Bill Payment,Education,1040,SUCCESS,18-25,36-45,Uttar Pradesh,IndusInd,Axis,Android,4G,0,2024,6,June,Q2,23-06-2024
